2016/W512/1/W5121F4.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W512/1/W5121F4.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-01-17 10:54:03;None;34684198;
2016/V523/1/V5232B3.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/V523/1/V5232B3.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-11-16 14:27:43;None;43432375;
2016/W512/1/W5121C4.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W512/1/W5121C4.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-02-01 07:24:45;None;43686892;
2016/W511/1/W5112A4.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W511/1/W5112A4.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-12-29 13:29:22;None;30443825;
2016/W512/1/W5124H3.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W512/1/W5124H3.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-02-10 12:35:56;None;2081298;
2016/W513/1/W5131F4.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W513/1/W5131F4.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-02-22 08:21:29;None;58023854;
2016/T441/1/T4411H2.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/T441/1/T4411H2.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-11-25 14:55:41;None;66016479;
2016/W512/1/W5124G2.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W512/1/W5124G2.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-02-10 08:00:55;None;11495269;
2016/W513/1/W5131A3.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W513/1/W5131A3.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-02-06 11:04:46;None;54586934;
2016/W513/2/W5131G4.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W513/2/W5131G4.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-03-21 09:23:09;None;5488541;
2014/V434/1/V4344E4.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2014/V434/1/V4344E4.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-09-26 05:12:27;None;79882886;
2016/W512/1/W5122A1.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W512/1/W5122A1.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-01-13 15:56:55;None;31261349;
2014/V434/1/V4343H2.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2014/V434/1/V4343H2.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-10-04 07:14:45;None;144420601;
2014/V434/1/V4344H1.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2014/V434/1/V4344H1.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-09-15 09:46:24;None;85467617;
2016/W521/1/W5213H3.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W521/1/W5213H3.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-02-08 12:24:54;None;37986265;
2016/W433/1/W4334H3.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W433/1/W4334H3.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-01-16 08:41:49;None;48380779;
2016/V521/1/V5214H4.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/V521/1/V5214H4.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-11-16 10:34:33;None;50416155;
2016/W433/1/W4333H2.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W433/1/W4333H2.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-01-12 10:58:38;None;51443780;
2014/U444/1/U4441H3.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2014/U444/1/U4441H3.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-09-15 09:25:38;None;83840525;
2016/M441/1/M4413B2.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/M441/1/M4413B2.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-01-16 10:59:54;None;33195790;
2016/W514/1/W5141G4.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W514/1/W5141G4.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-02-14 16:17:47;None;7979436;
2014/V433/1/V4331B4.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2014/V433/1/V4331B4.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-09-06 04:06:42;None;99244804;
2016/W514/2/W5141G2.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W514/2/W5141G2.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-03-21 10:26:57;None;13337626;
2016/W434/1/W4343B1.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W434/1/W4343B1.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-01-09 06:01:30;None;37579799;
2016/T441/1/T4411F2.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/T441/1/T4411F2.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-11-23 10:51:22;None;45999565;
2016/W513/1/W5131D1.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W513/1/W5131D1.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-02-22 10:19:20;None;62744885;
2014/V433/1/V4333H1.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2014/V433/1/V4333H1.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-10-07 07:51:43;None;68986380;
2014/V434/1/V4341F2.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2014/V434/1/V4341F2.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-09-29 11:46:43;None;123982345;
2016/T441/1/T4411D4.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/T441/1/T4411D4.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-11-15 06:04:21;None;44262187;
2016/W511/1/W5112E3.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W511/1/W5112E3.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-12-30 10:16:13;None;13286549;
2014/V434/1/V4343B1.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2014/V434/1/V4343B1.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-01-24 08:53:16;None;69491235;
2016/W521/1/W5213B1.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W521/1/W5213B1.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-03-03 13:34:41;None;34738734;
2016/W511/1/W5112F4.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W511/1/W5112F4.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-12-13 12:49:34;None;7978953;
2016/V523/1/V5232A2.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/V523/1/V5232A2.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2016-11-10 11:05:24;None;34666018;
2016/W434/1/W4343F3.laz;https://tiedostopalvelu.maanmittauslaitos.fi/tp/tilauslataus/tuotteet/laser/etrs-tm35fin-n2000/mara_2m/2016/W434/1/W4343F3.laz?api_key=bg5gt3qcn0gkv04rbukeam1btb;None;2017-01-24 06:43:28;None;38588746;
